SKU,Name,Price,Category,Description,Colors,In_Stock,Image_filename,Image2_filename,Image3_filename,Image4_filename,Image5_filename,Subcategory,Sizes
96472,סט רולר (מיני פס צהוב + רז' במגש),0,painting,סט רולר מקצועי הכולל מיני פס צהוב ומגש נוח לעבודה יעילה ומסודרת,,true,image_2.png,,,,
20651,"סט מגש + רולר 9"" תוצרת שולצר",0,painting,"סט פרמיום גרמני הכולל מגש ורולר 9 אינץ' מתוצרת שולצר, עמיד ומקצועי",לבן קצר|אדום ארוך,true,image_2.png,,,,
20456,מגש ג'מבו,0,painting,"מגש צביעה גדול ומרווח, מתאים לרולרים רחבים לעבודות צביעה נרחבות",אפור,true,image_3.png,,,,
20684,"רולר 9"" פרווה צהוב",0,painting,"רולר פרווה צהוב 9 אינץ' גרמני, מתאים לצבעי לטקס וצבעי מים",צהוב,true,image_13.png,,,,
20699,רולר ספוג,0,painting,"רולר ספוג עדין לצביעה אחידה של משטחים חלקים, אידיאלי לצבעי מים",לבן,true,image_13.png,,,,
20664,"רולר פלון חוטים אד/אפ 9"" שולצר",0,painting,"רולר פלון חוטים גרמני שולצר 9 אינץ', מקצועי ועמיד לשימוש אינטנסיבי",אדום|לבן,true,image_13.png,,,,
20661,"רולר פלון חוטים ירוק 9"" שולצר",0,painting,"רולר פלון חוטים ירוק גרמני שולצר 9 אינץ', מתאים לצבעים עבים",ירוק,true,image_13.png,,,,
20638,"פד 9"" ידית קבועה מעוז",0,painting,"פד צביעה 9 אינץ' עם ידית קבועה נוחה, מתאים לצביעת פינות ומשטחים קטנים",אדום,true,image_14.png,,,,
11070,ספריי אמאייל לבן,0,painting,"ספריי אמאייל לבן גרמני באיכות גבוהה, כיסוי מושלם ועמיד לאורך זמן",לבן,true,image_8.png,,,,
10270,ספריי מסיר צבע,0,painting,"ספריי מסיר צבע הולנדי יעיל במיוחד, מסיר שכבות צבע ישנות בקלות",,true,image_9.png,,,,
11099,בקבוק מתקן אמאייל,0,painting,"בקבוק תיקון אמאייל מדויק לשריטות וליקויים, גימור מקצועי מיידי",לבן|קרם|אפור|שחור,true,image_11.png,,,,
10260,מסיר צבע BOSNY,0,painting,"מסיר צבע BOSNY תאילנדי אפקטיבי, מסיר שכבות עבות בזמן קצר",,true,image_12.png,,,,
10025,מדלל לדבק מגנע,0,painting,"מדלל איכותי לדבק מגנע, מאפשר עבודה נוחה ומדויקת",,true,image_7.png,,,,
10016,ספירט/מדליקל לפוליטורה,0,painting,"ספירט/מדליקל איכותי לפוליטורה, מבטיח גימור מבריק ומקצועי",,true,image_7.png,,,,
10006,טרפנטין מינרלי,0,painting,"טרפנטין מינרלי עמיד לפי תקן ישראלי, מתאים לדילול צבעים ושרפים",,true,image_7.png,,,,
10050,טינר 20-21,0,painting,"טינר איכותי לדילול צבעים ולניקוי כלים, מתאים לשימוש מקצועי וביתי",,true,image_7.png,,,,
10040,אצטון,0,painting,"אצטון טהור לניקוי ודילול, מתאים לשימושים תעשייתיים וביתיים",,true,image_7.png,,,,
20470,קערת גומי לגבס,0,tools,"קערת גומי גמישה ועמידה, אידיאלית לערבול גבס וחומרי בנייה",שחור,true,image_3.png,,,,
30187,גליל נייר זכוכית 10 מטר,0,tools,"גליל נייר זכוכית איכותי באורך 10 מטר, זמין במגוון גריטים לכל סוגי השיוף",,true,image_4.png,,,,
87862,חיבורי פלסטיק למתקני מים 6x6 זווית,0,plumbing,"חיבור זווית 6x6 מ""מ לפינות ומפנים, מאפשר גמישות מרבית בהתקנה",לבן,true,image_5.png,,,,
87076/2,חיבור פלסטיק נקבה 3/4 ל-8 לולא,0,plumbing,"חיבור נקבה 3/4 ל-8 מ""מ, אטימות מושלמת לחיבורים לחוצים",לבן,true,image_5.png,,,,
30296,מעוז קישור קיר בונדרול,0,adhesives,"דבק קישור קיר מקצועי לבונדרול, מבטיח חיבור חזק ועמיד לאורך שנים",,true,image_10.png,,,,
60097,מעוז סופר בונד,0,adhesives,"דבק סופר בונד חזק במיוחד, מחבר כמעט כל חומר בקלות ובמהירות",,true,image_10.png,,,,
30294,מעוז פטרימול,0,adhesives,"מעוז פטרימול איכותי לאיטום ולריצוף, עמיד לחות ולשינויי טמפרטורה",,true,image_10.png,,,,
30287,מעוז סופר קריל,0,adhesives,"מעוז קריל לאיטום מקצועי, גמיש ועמיד לתנאי מזג אוויר קיצוניים",,true,image_10.png,,,,
10272,ספריי סיליקון בוסני,0,tools,"ספריי סיליקון איכותי לשחרור תבניות ומניעת הידבקות, 500 מ""ל",,true,,,,,
97871,מגרדת לפגות מקצועי G.N,0,tools,מגרדת מקצועית לפגות עמידה ואיכותית לשימוש יומיומי,כחול,true,,,,,
91602,סרט נגד החלקה,0,tools,"סרט מונע החלקה באיכות גבוהה, 5 מטר, מושלם לכל משטח",שחור,true,,,,,
96212,מברשת מגהץ,0,cleaning,מברשת מגהץ ארגונומית לניקוי יסודי ויעיל,צהוב|כחול|אדום,true,,,,,
98594/3,מברשת אבק / שטיחים,0,cleaning,מברשת רב-שימושית לאבק ושטיחים עם ידית עץ נוחה,,true,,,,,
98487,מגב חד להב סיליקון כולל תפסן,0,cleaning,"מגב חד להב עם תפסן, לניקוי מקצועי של משטחים, 43/58 ס""מ",,true,,,,,
98483,מגב תופסן,0,cleaning,"מגב תופסן מקצועי, זמין ב-24, 50 ו-60 ס""מ",כחול,true,,,,,
98582/1,מגב מתכת הברגה,0,cleaning,"מגב מתכת איכותי עם הברגה, זמין ב-40 ו-60 ס""מ",כחול,true,,,,,
98990,מגב שיש פלורה,0,cleaning,"מגב שיש עיצובי ואיכותי לניקוי משטחי שיש, 20 ס""מ",סגול|תכלת|ורוד,true,,,,,
96224,מגב פלסטיק,0,cleaning,"מגב פלסטיק עמיד לשימוש אינטנסיבי, זמין ב-44 ו-60 ס""מ",כחול|אפור,true,,,,,
39097,מארז מטליות מיקרופייבר,0,cleaning,מארז 3 מטליות מיקרופייבר איכותיות לניקוי יסודי ועדין,ירוק|כתום|ורוד,true,,,,,
34313,פיתיון להדברת תיקים (קוטל תקו),0,home,"פיתיון מקצועי להדברת תיקים, מחוזק 5 גרם",,true,,,,,
34314,פיתיון גל לנמלים (אנטגל),0,home,"פיתיון גל מקצועי לנמלים, 5 גרם, יעיל ובטוח לשימוש",,true,,,,,
34013,מלכודת כלוב לעכבר מחוזק רשת,0,home,מלכודת כלוב חזקה לעכברים עם רשת מחוזקת,,true,,,,,
34010,מלכודת כלוב לחולדה,0,home,"מלכודת כלוב מקצועית לחולדות, עמידה ואיכותית",,true,,,,,
34003,מלכודת ספר ירוק,0,home,מלכודת דבק מתקפלת לחולדות ועכברים,ירוק,true,,,,,
34051,לוחית ללכידת זבובים L,0,home,לוחית ללכידת זבובים גדולה ויעילה,,true,,,,,
98610,מרסס צמחים,0,garden,מרסס צמחים איכותי 2 ליטר לגינון ביתי ומקצועי,לבן|ירוק,true,,,,,
30022,חבה צבעונית 1 ק"ג,0,painting,"חבה צבעונית איכותית, זמין בצבעים לבן, שחור, קרם ואפור",לבן|שחור|קרם|אפור,true,,,,,
33000,גבס,0,home,גבס לבן איכותי 1 ק"ג לעבודות בנייה וגימור,לבן,true,,,,,
30040,מלט ארוז מארז 16 יח',0,home,מלט לבן ושחור באריזה נוחה 1 ק"ג,לבן|שחור,true,,,,,
10274,דבק שפכטל בוסני + מרית למריחה,0,adhesives,"דבק שפכטל מקצועי למריחה חלקה ואיכותית, 0.5/1.5 ק""ג",,true,,,,,
31036,שפכטל לגבס (שמרוק),0,adhesives,"שפכטל אמריקאי מקצועי לגבס וחללי תולעים, 4.5 ק""ג",,true,,,,,
30201,צבע אקסטרה קריל,0,painting,"צבע אקסטרה קריל איכותי לצביעה מקצועית, 5/18 ליטר",,true,,,,,
,סודה קאוסטיק,0,cleaning,סודה קאוסטיק לניקוי עמוק ופתיחת סתימות,,true,,,,,
40007,חומצת מלח,0,cleaning,"חומצת מלח 30% לניקוי מקצועי, זמין ב-1 ו-4 ליטר",,true,,,,,
,וו הברגה פתוח,2.50,home,"וו הברגה פתוח איכותי בגודל 40, מגיע בזוג. מתאים לתליית חפצים על קירות",,true,,,,,
,מנעול חבוי לצילינדר,20,locks,"מנעול חבוי מקצועי לצילינדר, עשוי מפלדה עמידה לדלתות פנים וחוץ",,true,,,,,
,בריח עגול בבליסטר,0,locks,"בריח עגול חזק ועמיד, מגיע באריזת בליסטר נוחה. מתאים לדלתות ולחלונות",,true,,,,,
,עשר זוויות פרגולה 30/50/50,39.90,home,סט 10 זוויות מחיבור מקצועיות לפרגולות ומבנים עשויות פלדה מגולוונת,,true,,,,,
,מנעול מגנום צר עם לשון לצילינדר,39,locks,"מנעול מגנום צר עם לשון לצילינדר, עשוי מפלדה מוקשית. מתאים לדלתות אבטחה",20מ"מ|25מ"מ|30מ"מ|35מ"מ,true,,,,,
,מנעול שריון אלבה 45מ"מ,59.90,locks,"מנעול שריון מקצועי מבית אלבה, עשוי נירוסטה עמידה בפני חיתוך ושבירה",12/45|16/45,true,,,,,
,מנעול תליה מגנום,26,locks,מנעול תליה מגנום איכותי עשוי פליז עם ציפוי נחושת. אנטי-פריצה ועמיד,40ב|40א|50א|60א,true,,,,,
,מנעול תליה מגנום גדול,28,locks,"מנעול תליה גדול ומוגן מבית מגנום, עשוי פליז איכותי עם שאקל מוגן",40ג|13|16,true,,,,,
,ציר לארונות,9,home,"ציר מקצועי לארונות מטבח וריהוט, עשוי פלדה עם גימור מבריק. זמין בסגנון קליפ ורגיל",קליפ|רגיל,true,,,,,
,צילינדר משונן 80מ"מ כפתור בבליסטר,39.90,locks,"צילינדר משונן 80מ""מ עם כפתור, מגיע באריזת בליסטר. עמיד ומאובטח",,true,,,,,
,ציר פייפ לדלתות,7.80,home,"ציר פייפ איכותי לדלתות, עשוי נירוסטה עמידה. התקנה קלה ומהירה",,true,,,,,
,מנעול ת.ד 22מ"מ,29,locks,"מנעול תא דואר קטן ומדויק, עם מפתח כפול. מתאים לתיבות דואר וארגזים",,true,,,,,
,דיבל רוזט אדום,4,home,"דיבל רוזט באיכות גבוהה בצבע אדום, מתאים לקירות בטון וגבס",,true,,,,,
,טרום מסמר גדול 4 יחידות לקיר גבס,8.90,home,"סט 4 טרומים מסמר גדולים לקיר גבס, עם אחיזה מקסימלית ויציבות גבוהה",,true,,,,,
,צילינדר משונן 60מ"מ כפתור - אלבה,39.90,locks,"צילינדר משונן מבית אלבה, 60מ""מ עם כפתור נוח. אבטחה מקסימלית ועמידות גבוהה",,true,,,,,
,מנעול למגרה,15,locks,"מנעול קומפקטי למגירות וארגזים, עם מפתח. קל להתקנה ועמיד לשימוש יומיומי",,true,,,,,
,עוגן גמבו וו פתוח,2,home,"עוגן גמבו וו פתוח לקיבוע בבטון, עמיד ואמין. מתאים לעומסים כבדים",1/4|3/8,true,,,,,
,זוג ידיות בטחון חברת פלד,34.90,home,"זוג ידיות בטחון מקצועיות מבית פלד, עשויות ממתכת איכותית. עיצוב ארגונומי",חום|שחור,true,,,,,
,עוגן ג'מבו וו סגור 3/8,5.20,home,"עוגן ג'מבו עם וו סגור בגודל 3/8, מתאים לתליית חפצים כבדים בבטון",,true,,,,,
,ג'מבו כפול 5/16,4.10,home,"עוגן ג'מבו כפול בגודל 5/16, מספק אחיזה מקסימלית בקירות בטון",,true,,,,,
,צילינדר 76 גלגל רב בריח כפתור,115,locks,"צילינדר 76 גלגל רב בריח עם כפתור, כולל 3 מפתחות. אבטחה ברמה גבוהה",,true,,,,,
,מנעול מגנטי + נגדי תפוס פנוי,50,locks,"מנעול מגנטי עם נגדי תפוס/פנוי, מתאים לשירותים וחדרי אמבטיה. התקנה פשוטה",,true,,,,,
,שלוש יחידות מפתח אפס,10,locks,"סט 3 מפתחות אפס איכותיים, מתאימים למנעולים ישנים וחדשים",,true,,,,,
,קרבינה בגודל 60*6 צבעונית,5,home,"קרבינה צבעונית חזקה בגודל 60*6 מ""מ, מתאימה לתליית ציוד ואביזרים שונים",כחול|אדום|ירוק|שחור|כסף|בורדו,true,,,,,
,מנעול תלייה מגנום גדול,79,locks,"מנעול תלייה גדול מבית מגנום, גוף פלסטיק קשיח עם שאקל פלדה מוגן",10|13|16,true,,,,,
,דיבל 7 מארז בבליסטר עם ברגים,4.90,home,"מארז דיבלים מידה 7 עם ברגים תואמים, מתאים לקירות בטון וגבס",,true,,,,,
,מנעול מספרים,45,locks,"מנעול קומבינציה עם קוד מספרים, ללא צורך במפתח. מתאים לתיקים ומזוודות",אדום|שחור,true,,,,,
,10 יחידות סרגל חיזוק פרגולה 140*55מ"מ,59,home,"סט 10 סרגלי חיזוק לפרגולה בגודל 140*55מ""מ, עשויים פלדה מגולוונת",,true,,,,,
,דיבל 6 מארז בבליסטר עם ברגים,8.90,home,"מארז דיבלים מידה 6 עם ברגים תואמים, מגיע באריזת בליסטר נוחה",,true,,,,,
,מנעול פין ארוך מגנום,46,locks,"מנעול פין ארוך מבית מגנום, עשוי נירוסטה עמידה. מתאים לשערים ומחסנים",,true,,,,,
,דיבל 8 מארז בבליסטר עם ברגים,5.90,home,"מארז דיבלים מידה 8 עם ברגים תואמים, פתרון מושלם לקיבוע בקירות",,true,,,,,
,ניטים בבליסטר,8.90,home,"מארז ניטים מקצועיים בבליסטר, עשויים אלומיניום איכותי לחיבור מתכות",,true,,,,,
,מתקן לטלוויזיה צמוד קיר,79.90,home,"מתקן קיר לטלוויזיה, מתאים למסכי LED/LCD/PDP. התקנה קלה ומהירה",40"-85"|26"-55",true,,,,,
,מנעול תליה 30א מגנום,29,locks,"מנעול תליה קומפקטי מבית מגנום, עשוי פליז איכותי. קל ועמיד לשימוש יומיומי",,true,,,,,
,נעילת ילדים לארונות,18,home,נעילת בטיחות לארונות למניעת פתיחה על ידי ילדים. קל להתקנה ושימוש,,true,,,,,
,ידית 236 חברת Yale,29.90,home,"ידית דלת מקצועית מבית Yale, עיצוב ארגונומי ועמידות גבוהה",שחור|ניקל|לבן,true,,,,,
,ידית חצי קפיצית בצבע לבן,33,home,"ידית חצי קפיצית בגימור לבן מט, מתאימה לדלתות פנים. עיצוב מודרני ונקי",,true,,,,,
,מנעול תליה רב בריח,99,locks,"מנעול תליה רב בריח מקצועי, אבטחה מרבית עם מנגנון ייחודי",10|13,true,,,,,
,מחזיר דלת הידראולי,139,home,"מחזיר דלת הידראולי איכותי, מבטיח סגירה שקטה ומבוקרת בכל עונות השנה",,true,,,,,
,רוזטה חצי מתכת לצינור 25מ"מ לבן,7,home,"רוזטה חצי מעגל לצינור 25מ""מ, גימור לבן נקי. מתאימה לכיסוי צינורות חשופים",,true,,,,,
,סט פרסה לברז עם בורג אחד,18,plumbing,"סט פרסה מקצועי לברז עם בורג אחד, כולל כל האביזרים הדרושים להתקנה",,true,,,,,
,סט פרסה לברז 2 ברגים,18,plumbing,"סט פרסה לברז עם 2 ברגים, כולל טבעות איטום. פתרון מקצועי לתיקון ברזים",,true,,,,,
,מנעול מגנטי + נגדי מפתח אפס,55,locks,"מנעול מגנטי עם נגדי מפתח אפס, מתאים לדלתות פנים. התקנה מהירה",,true,,,,,
,מנעול תליה אלבה 30א,26,locks,"מנעול תליה קומפקטי מבית אלבה, עשוי פליז איכותי. עמיד ומאובטח",,true,,,,,
,שרשרת מחוסמת לאופנוע מגנום,280,locks,"שרשרת מחוסמת 12מ""מ לאופנועים, אורך 180 ס""מ. עמידה בפני חיתוך ושבירה",,true,,,,,
,מנעול קומבינציה לאופניים,38,locks,"מנעול קומבינציה גמיש לאופניים 120*12מ""מ, עם קוד 4 ספרות. קל לנשיאה",,true,,,,,
,מנעול 101 תפוס פנוי,48,locks,"מנעול 101 עם חיווי תפוס/פנוי, מתאים לשירותים וחדרי אמבטיה",,true,,,,,
,מנעול תלייה 13 רב בריח,119,locks,"מנעול תלייה רב בריח גדול, אבטחה ברמה גבוהה למחסנים ושערים",,true,,,,,
,3 יחידות רתק לסגירת דלת 3",9.90,home,"סט 3 רתקים מקצועיים לסגירת דלת בגודל 3 אינץ', עשויים פלדה מגולוונת",,true,,,,,
,מנעול תלי 10 מגנום,59.90,locks,"מנעול תלי שחור גדול מבית מגנום, עם שאקל מוגן. אבטחה ברמה גבוהה",,true,,,,,
,צילינדר 76 גלגל רב בריח,115,locks,"צילינדר 76 מ""מ גלגל רב בריח, כולל 3 מפתחות. מתאים לדלתות אבטחה",,true,,,,,
,רב שקע 5 כבל,45,electrical,"רב שקע איכותי עם 5 שקעים וכבל ארוך במיוחד, מתאים לכל חדר בבית",3 מטר,true,,,,,
,רב שקע 6 כבל,35,electrical,"רב שקע מקצועי עם 6 שקעים וכבל נוח, פתרון אידיאלי לחיבור מכשירים מרובים",1 מטר,true,,,,,
,רב שקע 4 כבל,24,electrical,"רב שקע קומפקטי עם 4 שקעים, עיצוב נוח ומעשי לכל סביבה",1 מטר,true,,,,,
,רב שקע 5 כבל,24.90,electrical,"רב שקע עם 5 שקעים וכבל מסודר, אמין ובטיחותי לשימוש יומיומי",1 מטר,true,,,,,
,רב שקע 3 כבל,39.90,electrical,"רב שקע עם 3 שקעים, זמין בשני אורכי כבל לנוחות מקסימלית",3 מטר|1 מטר,true,,,,,
,לחצן תריס גוויס,38,electrical,"לחצן תריס מעוצב ואלגנטי מסדרת גוויס, לשליטה נוחה ומדויקת בתריסים",,true,,,,,
,מפסק תריס גוויס,24,electrical,"מפסק תריס איכותי מסדרת גוויס, עיצוב מודרני ותפעול קל ונוח",,true,,,,,
,דיקרויקה 7 וואט GU5.3,15,electrical,"נורת דיקרויקה LED חסכונית 7 וואט, אור חם ונעים לכל חלל",לבן|צהוב,true,,,,,
,דיקרויקה 7 וואט GU10,15,electrical,"נורת דיקרויקה LED מתקדמת 7 וואט חיבור GU10, תאורה איכותית וחסכונית",לבן|צהוב,true,,,,,
,שעון למזגנים פינים גדולים,64,electrical,"שעון טיימר חכם למזגנים, חסוך חשמל ושלוט בקלות על זמני הפעלה",,true,,,,,
,מהדק לחשמל,5,electrical,מהדק לחשמל איכותי ומקצועי לחיבור בטוח של כבלים,מספר 1|מספר 2,true,,,,,
,כבל מאריך,16.50,electrical,"כבל מאריך איכותי עם שקע ישראלי, זמין במגוון אורכים לכל צורך",1 מטר|3 מטר|5 מטר|10 מטר,true,,,,,
,שקע ישראלי,8,electrical,"שקע ישראלי תקני ואיכותי, קל להתקנה ובטיחותי לשימוש",,true,,,,,
,שקע כח ישראלי ניסקו,20,electrical,"שקע כח ישראלי מסדרת ניסקו, 2 מודול, עיצוב מודרני ולבן",,true,,,,,
,רב שקע כולל מפסק - 4 שקעים,33,electrical,"רב שקע עם מפסק בטיחות מובנה ו-4 שקעים, הגנה מקסימלית על המכשירים שלך",עד 1 מטר,true,,,,,
,רב שקע כולל מפסק - 5 שקעים,36,electrical,"רב שקע פרימיום עם מפסק ו-5 שקעים, בטיחות ונוחות בשימוש יומיומי",עד 1 מטר,true,,,,,
,מפסק יחיד ניסקו ספיר,10,electrical,"מפסק יחיד מסדרת ניסקו ספיר, עיצוב נקי ומינימליסטי",,true,,,,,
,רב שקע - 6 שקעים עם כבל,25,electrical,"רב שקע עם 6 שקעים מרווחים, מתאים לשימוש ביתי ומשרדי",1 מטר|3 מטר,true,,,,,
,רב שקע 4 שקעים עם מפסק וכבל,53,electrical,"רב שקע 4 שקעים עם מפסק כולל כבל שלושה מטר, פתרון מלא ובטוח",3 מטר,true,,,,,
,פנס לד 10 מטר עם שלט USB,79,electrical,"פנס LED גמיש 10 מטר עם שלט רחוק ואפליקציה, צבעים עוצרי נשימה לכל חלל",,true,,,,,
,שעון שבת/טיימר 24 שעות אומגה,35,electrical,"שעון שבת חכם מבית אומגה, 24 שעות פעולה אוטומטית לנוחות מושלמת",רגיל|עם מגן ברקים,true,,,,,
,שעון טיימר לדוד תחת הטיח אומגה,49,electrical,"שעון טיימר מקצועי לדוד שמש תת-טיחי, חיסכון אמיתי בחשמל",,true,,,,,
,שעון שבת מחוגים אומגה,48,electrical,"שעון שבת אנלוגי עם מחוגים מדויקים, אמין ועמיד לשימוש ממושך",,true,,,,,
,שלט למזגן תדיראן,55,electrical,"שלט רחוק ייעודי למזגני תדיראן, תפעול פשוט ונוח",ארזית קופסה|טורנדו,true,,,,,
,שלט למזגן אלקטרה,79.90,electrical,"שלט רחוק ייעודי למזגני אלקטרה, עיצוב ארגונומי ושימוש אינטואיטיבי",,true,,,,,
,שלט אוניברסאלי לטלוויזיות,78,electrical,"שלט אוניברסלי מתקדם התואם למגוון רחב של טלוויזיות, כולל YouTube ו-Netflix",,true,,,,,
,שעון טיימר לדוד 24 שעות אומגה,82,electrical,"שעון טיימר לדוד שמש 24 שעות, מקצועי ואמין לחיסכון מרבי בחשמל",על הטיח|מלבני תחת הטיח,true,,,,,
,מנורת שולחן קליפס E-27,55,electrical,"מנורת שולחן קליפס גמישה ומעוצבת, מתאימה לנורות E27 עד 60W",שחור|לבן,true,,,,,
,T2 מפצל,11,electrical,"מפצל T2 קומפקטי עם 2 שקעים ישראליים, נוח ומעשי לשימוש יומיומי",,true,,,,,
,T3 מפצל,13,electrical,"מפצל T3 עם 3 שקעים ישראליים, פתרון חכם להרחבת שקעים",שטוח|אנכי,true,,,,,
,T4 מפצל,44,electrical,"מפצל T4 פרימיום עם 4 שקעים וכבל מובנה, עיצוב מרובע נוח",,true,,,,,
,סרט בידוד דביק PVC צר,7,electrical,"סרט בידוד PVC שחור איכותי 19מ""מ, חיוני לכל עבודת חשמל מקצועית",שחור,true,,,,,
,מפסק יחיד אומגה,21,electrical,"מפסק יחיד אלגנטי מבית אומגה, עיצוב מרובע נקי ומודרני",,true,,,,,
